,file_name,ch,strain,time,condition,total_vRNAs,cytosolic_RNAs,repSites,mol_per_repSite
3548,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,7,7,0,
3549,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,14,9,1,5.0
3550,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,2,2,0,
3551,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,19,19,0,
3552,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,367,313,7,7.714285714285714
3553,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3554,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,1,1,0,
3555,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3556,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3557,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3558,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3559,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,1,1,0,
3560,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,1,1,0,
3561,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,11,11,0,
3562,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,3,3,0,
3563,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,130,101,2,14.5
3564,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,37,37,0,
3565,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,2,2,0,
3566,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,0,0,0,
3567,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3568,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,5,5,0,
3569,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,2,2,0,
3570,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,1,1,0,
3571,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3572,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,35,30,1,5.0
3573,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,9,9,0,
3574,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,1002,799,22,9.227272727272727
3575,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,45,41,1,4.0
3576,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,233,185,2,24.0
3577,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3578,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3579,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,24,24,0,
3580,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3581,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,3,3,0,
3582,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,33,28,1,5.0
3583,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,216,195,2,10.5
3584,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,505,395,8,13.75
3585,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,3,3,0,
3586,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,2,2,0,
3587,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,4,4,0,
3588,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,28,28,0,
3589,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3590,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,6,6,0,
3591,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,25,20,1,5.0
3592,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,69,55,3,4.666666666666667
3593,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,7,7,0,
3594,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,161,136,3,8.333333333333334
3595,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3596,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,1,1,0,
3597,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,2,2,0,
3598,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,1,1,0,
3599,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,14,10,1,4.0
3600,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,25,25,0,
3601,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,83,53,3,10.0
3602,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,13,13,0,
3603,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,0,0,0,
3604,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,55,50,1,5.0
3605,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,121,97,3,8.0
3606,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,5,5,0,
3607,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,4,4,0,
3608,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,19,11,1,8.0
3609,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,1,1,0,
3610,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3611,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,2,2,0,
3612,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,4,4,0,
3613,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,0,0,0,
3614,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,1,1,0,
3615,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_10.npz,ORFN,Victoria,6,Untreated,0,0,0,
3616,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,0,0,0,
3617,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,2,2,0,
3618,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,0,0,0,
3619,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,8,8,0,
3620,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,1,1,0,
3621,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,3,3,0,
3622,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,26,26,0,
3623,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,27,27,0,
3624,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_9.npz,ORFN,Victoria,6,Untreated,7,7,0,
3625,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3626,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_10.npz,gRNA,Victoria,6,Untreated,0,0,0,
3627,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3628,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,1,1,0,
3629,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3630,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3631,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3632,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,0,0,0,
3633,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,1,1,0,
3634,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,1,1,0,
3635,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch4_results_cell_9.npz,gRNA,Victoria,6,Untreated,0,0,0,
3636,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,90,57,2,16.5
3637,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_10.npz,ORFN,Victoria,6,Untreated,28,23,1,5.0
3638,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,52,35,3,5.666666666666667
3639,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,0,0,0,
3640,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,43,34,2,4.5
3641,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,5,5,0,
3642,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,0,0,0,
3643,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,139,109,4,7.5
3644,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,5,5,0,
3645,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,18,18,0,
3646,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_9.npz,ORFN,Victoria,6,Untreated,25,17,2,4.0
3647,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,8,4,1,4.0
3648,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_10.npz,gRNA,Victoria,6,Untreated,2,2,0,
3649,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,4,4,0,
3650,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3651,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3652,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3653,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3654,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,5,5,0,
3655,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,0,0,0,
3656,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,1,1,0,
3657,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch4_results_cell_9.npz,gRNA,Victoria,6,Untreated,0,0,0,
3658,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,360,316,4,11.0
3659,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,0,0,0,
3660,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,241,213,3,9.333333333333334
3661,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,642,539,11,9.363636363636363
3662,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,7,7,0,
3663,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,5,5,0,
3664,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3665,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,3,3,0,
3666,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,10,10,0,
3667,CoV-FISH-10_Vero_6h_Vic_INF_R1_00026_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,1,1,0,
3668,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,48,48,0,
3669,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,127,99,3,9.333333333333334
3670,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,68,58,2,5.0
3671,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,10,10,0,
3672,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,1,1,0,
3673,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,5,5,0,
3674,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,2,2,0,
3675,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3676,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,27,27,0,
3677,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,10,10,0,
3678,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,8,8,0,
3679,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,4,4,0,
3680,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,12,12,0,
3681,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,51,47,1,4.0
3682,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,16,16,0,
3683,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,0,0,0,
3684,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,2,2,0,
3685,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3686,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3687,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3688,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,4,4,0,
3689,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,1,1,0,
3690,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,7,7,0,
3691,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,3,3,0,
3692,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,2,2,0,
3693,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,7,7,0,
3694,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,46,38,2,4.0
3695,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,31,31,0,
3696,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,127,116,2,5.5
3697,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,3,3,0,
3698,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,46,41,1,5.0
3699,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,8,4,1,4.0
3700,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3701,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,0,0,0,
3702,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3703,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,2,2,0,
3704,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,3,3,0,
3705,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,8,8,0,
3706,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,0,0,0,
3707,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,2,2,0,
3708,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,42,34,2,4.0
3709,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,10,10,0,
3710,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,293,238,6,9.166666666666666
3711,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,0,0,0,
3712,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,5,5,0,
3713,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_5.npz,ORFN,Victoria,6,Untreated,1,1,0,
3714,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_6.npz,ORFN,Victoria,6,Untreated,158,128,1,30.0
3715,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_7.npz,ORFN,Victoria,6,Untreated,1,1,0,
3716,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_8.npz,ORFN,Victoria,6,Untreated,3,3,0,
3717,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,4,4,0,
3718,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,0,0,0,
3719,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,37,29,1,8.0
3720,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,0,0,0,
3721,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,0,0,0,
3722,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_5.npz,gRNA,Victoria,6,Untreated,0,0,0,
3723,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_6.npz,gRNA,Victoria,6,Untreated,10,6,1,4.0
3724,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_7.npz,gRNA,Victoria,6,Untreated,0,0,0,
3725,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch4_results_cell_8.npz,gRNA,Victoria,6,Untreated,1,1,0,
3726,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,510,502,2,4.0
3727,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,63,63,0,
3728,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,72,54,2,9.0
3729,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,130,122,2,4.0
3730,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,117,117,0,
3731,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_0.npz,gRNA,Victoria,6,Untreated,110,106,1,4.0
3732,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_1.npz,gRNA,Victoria,6,Untreated,25,25,0,
3733,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_2.npz,gRNA,Victoria,6,Untreated,29,29,0,
3734,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_3.npz,gRNA,Victoria,6,Untreated,93,87,1,6.0
3735,CoV-FISH-10_Vero_6h_Vic_INF_R2_00001_ch4_results_cell_4.npz,gRNA,Victoria,6,Untreated,93,84,2,4.5
3736,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_0.npz,ORFN,Victoria,6,Untreated,7544,6299,141,8.829787234042554
3737,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_1.npz,ORFN,Victoria,6,Untreated,1681,1329,49,7.183673469387755
3738,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_2.npz,ORFN,Victoria,6,Untreated,12085,8270,332,11.490963855421686
3739,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_3.npz,ORFN,Victoria,6,Untreated,56,56,0,
3740,CoV-FISH-10_Vero_6h_Vic_INF_R2_00002_ch3_results_cell_4.npz,ORFN,Victoria,6,Untreated,65,65,0,
