,file_name,strain,time,treatment,ch3_total_vRNAs,ch3_cytosolic_RNAs,ch3_repSites,ch3_mol_per_repSite,ch4_total_vRNAs,ch4_cytosolic_RNAs,ch4_repSites,ch4_mol_per_repSite
2757,CoV-FISH-10_Vero_6h_B117_RDV_R1_00001_ch3_results_cell_5.npz,B117,6,RDV,10,10,0,,0,0,0,
3291,CoV-FISH-10_Vero_6h_MOCK_R3_00002_ch3_results_cell_9.npz,None,6,MOCK,10,7,1,3,0,0,0,
3462,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_8.npz,Vic,6,INF,10,10,0,,0,0,0,
3671,CoV-FISH-10_Vero_6h_Vic_INF_R1_00027_ch3_results_cell_3.npz,Vic,6,INF,10,10,0,,0,0,0,
3709,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_1.npz,Vic,6,INF,10,10,0,,0,0,0,
4057,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00001_ch3_results_cell_1.npz,Vic,6,RDV,10,10,0,,0,0,0,
4099,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00004_ch3_results_cell_1.npz,Vic,6,RDV,10,10,0,,0,0,0,
2417,CoV-FISH-10_Vero_6h_B117_INF_R1_00017_ch3_results_cell_1.npz,B117,6,INF,9,9,0,,0,0,0,
3355,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_1.npz,Vic,6,INF,9,9,0,,0,0,0,
3454,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_0.npz,Vic,6,INF,9,9,0,,0,0,0,
3487,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_1.npz,Vic,6,INF,9,9,0,,0,0,0,
3531,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_8.npz,Vic,6,INF,9,9,0,,0,0,0,
3573,CoV-FISH-10_Vero_6h_Vic_INF_R1_00020_ch3_results_cell_1.npz,Vic,6,INF,9,9,0,,0,0,0,
4098,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00004_ch3_results_cell_0.npz,Vic,6,RDV,9,9,0,,0,0,0,
4169,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00010_ch3_results_cell_3.npz,Vic,6,RDV,9,9,0,,0,0,0,
2273,CoV-FISH-10_Vero_6h_B117_INF_R1_00006_ch3_results_cell_5.npz,B117,6,INF,8,8,1,0,0,0,0,
2285,CoV-FISH-10_Vero_6h_B117_INF_R1_00007_ch3_results_cell_5.npz,B117,6,INF,8,8,0,,0,0,0,
2418,CoV-FISH-10_Vero_6h_B117_INF_R1_00017_ch3_results_cell_2.npz,B117,6,INF,8,8,0,,0,0,0,
2848,CoV-FISH-10_Vero_6h_B117_RDV_R1_00007_ch3_results_cell_2.npz,B117,6,RDV,8,8,0,,0,0,0,
2851,CoV-FISH-10_Vero_6h_B117_RDV_R1_00007_ch3_results_cell_5.npz,B117,6,RDV,8,8,1,0,0,0,0,
2881,CoV-FISH-10_Vero_6h_B117_RDV_R1_00009_ch3_results_cell_1.npz,B117,6,RDV,8,8,0,,0,0,0,
3219,CoV-FISH-10_Vero_6h_MOCK_R2_00001_ch3_results_cell_1.npz,None,6,MOCK,8,8,0,,0,0,0,
3459,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_5.npz,Vic,6,INF,8,8,0,,0,0,0,
3619,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_4.npz,Vic,6,INF,8,8,0,,0,0,0,
3678,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_2.npz,Vic,6,INF,8,8,0,,0,0,0,
4060,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00001_ch3_results_cell_4.npz,Vic,6,RDV,8,8,0,,0,0,0,
2754,CoV-FISH-10_Vero_6h_B117_RDV_R1_00001_ch3_results_cell_2.npz,B117,6,RDV,7,7,0,,0,0,0,
2794,CoV-FISH-10_Vero_6h_B117_RDV_R1_00003_ch3_results_cell_9.npz,B117,6,RDV,7,7,0,,0,0,0,
2903,CoV-FISH-10_Vero_6h_B117_RDV_R1_00010_ch3_results_cell_5.npz,B117,6,RDV,7,7,0,,0,0,0,
3235,CoV-FISH-10_Vero_6h_MOCK_R2_00003_ch3_results_cell_5.npz,None,6,MOCK,7,7,0,,0,0,0,
3528,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_5.npz,Vic,6,INF,7,7,0,,0,0,0,
3530,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_7.npz,Vic,6,INF,7,7,0,,0,0,0,
3548,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_4.npz,Vic,6,INF,7,7,0,,0,0,0,
3624,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_9.npz,Vic,6,INF,7,7,0,,0,0,0,
3693,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_3.npz,Vic,6,INF,7,7,0,,0,0,0,
4123,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00006_ch3_results_cell_5.npz,Vic,6,RDV,7,7,0,,0,0,0,
4151,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00008_ch3_results_cell_1.npz,Vic,6,RDV,7,7,0,,0,0,0,
2332,CoV-FISH-10_Vero_6h_B117_INF_R1_00010_ch3_results_cell_2.npz,B117,6,INF,6,6,0,,0,0,0,
2416,CoV-FISH-10_Vero_6h_B117_INF_R1_00017_ch3_results_cell_0.npz,B117,6,INF,6,6,0,,0,0,0,
3248,CoV-FISH-10_Vero_6h_MOCK_R2_00004_ch3_results_cell_4.npz,None,6,MOCK,6,6,0,,0,0,0,
3360,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_6.npz,Vic,6,INF,6,6,0,,0,0,0,
3363,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_9.npz,Vic,6,INF,6,6,0,,0,0,0,
3428,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch3_results_cell_2.npz,Vic,6,INF,6,6,0,,0,0,0,
3473,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_1.npz,Vic,6,INF,6,6,0,,0,0,0,
3590,CoV-FISH-10_Vero_6h_Vic_INF_R1_00022_ch3_results_cell_0.npz,Vic,6,INF,6,6,0,,0,0,0,
4158,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00009_ch3_results_cell_0.npz,Vic,6,RDV,6,6,0,,0,0,0,
4166,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00010_ch3_results_cell_0.npz,Vic,6,RDV,6,6,0,,0,0,0,
2215,CoV-FISH-10_Vero_6h_B117_INF_R1_00002_ch3_results_cell_3.npz,B117,6,INF,5,5,0,,0,0,0,
2295,CoV-FISH-10_Vero_6h_B117_INF_R1_00008_ch3_results_cell_1.npz,B117,6,INF,5,5,0,,0,0,0,
2846,CoV-FISH-10_Vero_6h_B117_RDV_R1_00007_ch3_results_cell_0.npz,B117,6,RDV,5,5,0,,0,0,0,
2850,CoV-FISH-10_Vero_6h_B117_RDV_R1_00007_ch3_results_cell_4.npz,B117,6,RDV,5,5,0,,0,0,0,
2899,CoV-FISH-10_Vero_6h_B117_RDV_R1_00010_ch3_results_cell_1.npz,B117,6,RDV,5,5,0,,0,0,0,
3225,CoV-FISH-10_Vero_6h_MOCK_R2_00002_ch3_results_cell_1.npz,None,6,MOCK,5,5,0,,0,0,0,
3357,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_3.npz,Vic,6,INF,5,5,0,,0,0,0,
3444,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_0.npz,Vic,6,INF,5,5,0,,0,0,0,
3448,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_4.npz,Vic,6,INF,5,5,0,,0,0,0,
3526,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_3.npz,Vic,6,INF,5,5,0,,0,0,0,
3606,CoV-FISH-10_Vero_6h_Vic_INF_R1_00023_ch3_results_cell_6.npz,Vic,6,INF,5,5,0,,0,0,0,
3641,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_4.npz,Vic,6,INF,5,5,0,,0,0,0,
3644,CoV-FISH-10_Vero_6h_Vic_INF_R1_00025_ch3_results_cell_7.npz,Vic,6,INF,5,5,0,,0,0,0,
3712,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_4.npz,Vic,6,INF,5,5,0,,0,0,0,
2218,CoV-FISH-10_Vero_6h_B117_INF_R1_00002_ch3_results_cell_6.npz,B117,6,INF,4,4,0,,0,0,0,
2298,CoV-FISH-10_Vero_6h_B117_INF_R1_00008_ch3_results_cell_4.npz,B117,6,INF,4,4,0,,0,0,0,
2333,CoV-FISH-10_Vero_6h_B117_INF_R1_00010_ch3_results_cell_3.npz,B117,6,INF,4,4,0,,0,0,0,
2345,CoV-FISH-10_Vero_6h_B117_INF_R1_00011_ch3_results_cell_3.npz,B117,6,INF,4,4,0,,0,0,0,
2365,CoV-FISH-10_Vero_6h_B117_INF_R1_00013_ch3_results_cell_3.npz,B117,6,INF,4,4,0,,0,0,0,
2453,CoV-FISH-10_Vero_6h_B117_INF_R1_00020_ch3_results_cell_3.npz,B117,6,INF,4,4,0,,0,0,0,
2753,CoV-FISH-10_Vero_6h_B117_RDV_R1_00001_ch3_results_cell_1.npz,B117,6,RDV,4,4,0,,0,0,0,
2769,CoV-FISH-10_Vero_6h_B117_RDV_R1_00002_ch3_results_cell_3.npz,B117,6,RDV,4,4,0,,0,0,0,
2809,CoV-FISH-10_Vero_6h_B117_RDV_R1_00004_ch3_results_cell_3.npz,B117,6,RDV,4,4,0,,0,0,0,
3264,CoV-FISH-10_Vero_6h_MOCK_R2_00005_ch3_results_cell_6.npz,None,6,MOCK,4,4,0,,0,0,0,
3284,CoV-FISH-10_Vero_6h_MOCK_R3_00002_ch3_results_cell_2.npz,None,6,MOCK,4,4,0,,0,0,0,
3288,CoV-FISH-10_Vero_6h_MOCK_R3_00002_ch3_results_cell_6.npz,None,6,MOCK,4,4,0,,0,0,0,
3303,CoV-FISH-10_Vero_6h_MOCK_R3_00003_ch3_results_cell_1.npz,None,6,MOCK,4,4,0,,0,0,0,
3308,CoV-FISH-10_Vero_6h_MOCK_R3_00003_ch3_results_cell_6.npz,None,6,MOCK,4,4,0,,0,0,0,
3309,CoV-FISH-10_Vero_6h_MOCK_R3_00003_ch3_results_cell_7.npz,None,6,MOCK,4,4,0,,0,0,0,
3427,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch3_results_cell_1.npz,Vic,6,INF,4,4,0,,0,0,0,
3477,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_5.npz,Vic,6,INF,4,4,0,,0,0,0,
3500,CoV-FISH-10_Vero_6h_Vic_INF_R1_00015_ch3_results_cell_0.npz,Vic,6,INF,4,4,0,,0,0,0,
3679,CoV-FISH-10_Vero_6h_Vic_INF_R1_00028_ch3_results_cell_3.npz,Vic,6,INF,4,4,0,,0,0,0,
4106,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00005_ch3_results_cell_0.npz,Vic,6,RDV,4,4,0,,0,0,0,
4133,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00007_ch3_results_cell_1.npz,Vic,6,RDV,4,4,0,,0,0,0,
2205,CoV-FISH-10_Vero_6h_B117_INF_R1_00001_ch3_results_cell_3.npz,B117,6,INF,3,3,0,,0,0,0,
2310,CoV-FISH-10_Vero_6h_B117_INF_R1_00009_ch3_results_cell_1.npz,B117,6,INF,3,3,0,,0,0,0,
2330,CoV-FISH-10_Vero_6h_B117_INF_R1_00010_ch3_results_cell_0.npz,B117,6,INF,3,3,0,,0,0,0,
2364,CoV-FISH-10_Vero_6h_B117_INF_R1_00013_ch3_results_cell_2.npz,B117,6,INF,3,3,0,,0,0,0,
2383,CoV-FISH-10_Vero_6h_B117_INF_R1_00014_ch3_results_cell_3.npz,B117,6,INF,3,3,0,,0,0,0,
2460,CoV-FISH-10_Vero_6h_B117_INF_R1_00021_ch3_results_cell_0.npz,B117,6,INF,3,3,0,,0,0,0,
2469,CoV-FISH-10_Vero_6h_B117_INF_R1_00023_ch3_results_cell_3.npz,B117,6,INF,3,3,0,,0,0,0,
2810,CoV-FISH-10_Vero_6h_B117_RDV_R1_00004_ch3_results_cell_4.npz,B117,6,RDV,3,3,0,,0,0,0,
2837,CoV-FISH-10_Vero_6h_B117_RDV_R1_00006_ch3_results_cell_5.npz,B117,6,RDV,3,3,0,,0,0,0,
2888,CoV-FISH-10_Vero_6h_B117_RDV_R1_00009_ch3_results_cell_8.npz,B117,6,RDV,3,3,0,,0,0,0,
3283,CoV-FISH-10_Vero_6h_MOCK_R3_00002_ch3_results_cell_1.npz,None,6,MOCK,3,3,0,,0,0,0,
3286,CoV-FISH-10_Vero_6h_MOCK_R3_00002_ch3_results_cell_4.npz,None,6,MOCK,3,3,0,,0,0,0,
3302,CoV-FISH-10_Vero_6h_MOCK_R3_00003_ch3_results_cell_0.npz,None,6,MOCK,3,3,0,,0,0,0,
3321,CoV-FISH-10_Vero_6h_MOCK_R3_00004_ch3_results_cell_1.npz,None,6,MOCK,3,3,0,,0,0,0,
3324,CoV-FISH-10_Vero_6h_MOCK_R3_00004_ch3_results_cell_4.npz,None,6,MOCK,3,3,0,,0,0,0,
3358,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_4.npz,Vic,6,INF,3,3,0,,0,0,0,
3426,CoV-FISH-10_Vero_6h_Vic_INF_R1_00007_ch3_results_cell_0.npz,Vic,6,INF,3,3,0,,0,0,0,
3445,CoV-FISH-10_Vero_6h_Vic_INF_R1_00011_ch3_results_cell_1.npz,Vic,6,INF,3,3,0,,0,0,0,
3532,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_9.npz,Vic,6,INF,3,3,0,,0,0,0,
3562,CoV-FISH-10_Vero_6h_Vic_INF_R1_00019_ch3_results_cell_0.npz,Vic,6,INF,3,3,0,,0,0,0,
3585,CoV-FISH-10_Vero_6h_Vic_INF_R1_00021_ch3_results_cell_3.npz,Vic,6,INF,3,3,0,,0,0,0,
3621,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_6.npz,Vic,6,INF,3,3,0,,0,0,0,
3691,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_1.npz,Vic,6,INF,3,3,0,,0,0,0,
3697,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_7.npz,Vic,6,INF,3,3,0,,0,0,0,
4056,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00001_ch3_results_cell_0.npz,Vic,6,RDV,3,3,0,,0,0,0,
4059,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00001_ch3_results_cell_3.npz,Vic,6,RDV,3,3,0,,0,0,0,
4063,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00001_ch3_results_cell_7.npz,Vic,6,RDV,3,3,0,,0,0,0,
4065,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00001_ch3_results_cell_9.npz,Vic,6,RDV,3,3,0,,0,0,0,
4119,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00006_ch3_results_cell_1.npz,Vic,6,RDV,3,3,0,,0,0,0,
4139,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00007_ch3_results_cell_7.npz,Vic,6,RDV,3,3,0,,0,0,0,
4152,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00008_ch3_results_cell_2.npz,Vic,6,RDV,3,3,0,,0,0,0,
2202,CoV-FISH-10_Vero_6h_B117_INF_R1_00001_ch3_results_cell_0.npz,B117,6,INF,2,2,0,,0,0,0,
2232,CoV-FISH-10_Vero_6h_B117_INF_R1_00003_ch3_results_cell_6.npz,B117,6,INF,2,2,0,,0,0,0,
2268,CoV-FISH-10_Vero_6h_B117_INF_R1_00006_ch3_results_cell_0.npz,B117,6,INF,2,2,0,,0,0,0,
2299,CoV-FISH-10_Vero_6h_B117_INF_R1_00008_ch3_results_cell_5.npz,B117,6,INF,2,2,0,,0,0,0,
2309,CoV-FISH-10_Vero_6h_B117_INF_R1_00009_ch3_results_cell_10.npz,B117,6,INF,2,2,0,,0,0,0,
2318,CoV-FISH-10_Vero_6h_B117_INF_R1_00009_ch3_results_cell_9.npz,B117,6,INF,2,2,0,,0,0,0,
2370,CoV-FISH-10_Vero_6h_B117_INF_R1_00013_ch3_results_cell_8.npz,B117,6,INF,2,2,0,,0,0,0,
2380,CoV-FISH-10_Vero_6h_B117_INF_R1_00014_ch3_results_cell_0.npz,B117,6,INF,2,2,0,,0,0,0,
2419,CoV-FISH-10_Vero_6h_B117_INF_R1_00017_ch3_results_cell_3.npz,B117,6,INF,2,2,0,,0,0,0,
2421,CoV-FISH-10_Vero_6h_B117_INF_R1_00017_ch3_results_cell_5.npz,B117,6,INF,2,2,0,,0,0,0,
2422,CoV-FISH-10_Vero_6h_B117_INF_R1_00017_ch3_results_cell_6.npz,B117,6,INF,2,2,0,,0,0,0,
2430,CoV-FISH-10_Vero_6h_B117_INF_R1_00018_ch3_results_cell_0.npz,B117,6,INF,2,2,0,,0,0,0,
2452,CoV-FISH-10_Vero_6h_B117_INF_R1_00020_ch3_results_cell_2.npz,B117,6,INF,2,2,0,,0,0,0,
2774,CoV-FISH-10_Vero_6h_B117_RDV_R1_00002_ch3_results_cell_8.npz,B117,6,RDV,2,2,0,,0,0,0,
2818,CoV-FISH-10_Vero_6h_B117_RDV_R1_00005_ch3_results_cell_2.npz,B117,6,RDV,2,2,0,,0,0,0,
2819,CoV-FISH-10_Vero_6h_B117_RDV_R1_00005_ch3_results_cell_3.npz,B117,6,RDV,2,2,0,,0,0,0,
2880,CoV-FISH-10_Vero_6h_B117_RDV_R1_00009_ch3_results_cell_0.npz,B117,6,RDV,2,2,0,,0,0,0,
2883,CoV-FISH-10_Vero_6h_B117_RDV_R1_00009_ch3_results_cell_3.npz,B117,6,RDV,2,2,0,,0,0,0,
2884,CoV-FISH-10_Vero_6h_B117_RDV_R1_00009_ch3_results_cell_4.npz,B117,6,RDV,2,2,0,,0,0,0,
2902,CoV-FISH-10_Vero_6h_B117_RDV_R1_00010_ch3_results_cell_4.npz,B117,6,RDV,2,2,0,,0,0,0,
3218,CoV-FISH-10_Vero_6h_MOCK_R2_00001_ch3_results_cell_0.npz,None,6,MOCK,2,2,0,,0,0,0,
3320,CoV-FISH-10_Vero_6h_MOCK_R3_00004_ch3_results_cell_0.npz,None,6,MOCK,2,2,0,,0,0,0,
3330,CoV-FISH-10_Vero_6h_MOCK_R3_00005_ch3_results_cell_0.npz,None,6,MOCK,2,2,0,,0,0,0,
3332,CoV-FISH-10_Vero_6h_MOCK_R3_00005_ch3_results_cell_2.npz,None,6,MOCK,2,2,0,,0,0,0,
3335,CoV-FISH-10_Vero_6h_MOCK_R3_00005_ch3_results_cell_5.npz,None,6,MOCK,2,2,0,,0,0,0,
3337,CoV-FISH-10_Vero_6h_MOCK_R3_00005_ch3_results_cell_7.npz,None,6,MOCK,2,2,0,,0,0,0,
3338,CoV-FISH-10_Vero_6h_MOCK_R3_00005_ch3_results_cell_8.npz,None,6,MOCK,2,2,0,,0,0,0,
3351,CoV-FISH-10_Vero_6h_Vic_INF_R1_00001_ch3_results_cell_10.npz,Vic,6,INF,2,2,0,,0,0,0,
3434,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch3_results_cell_2.npz,Vic,6,INF,2,2,0,,0,0,0,
3456,CoV-FISH-10_Vero_6h_Vic_INF_R1_00012_ch3_results_cell_2.npz,Vic,6,INF,2,2,0,,0,0,0,
3474,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_2.npz,Vic,6,INF,2,2,0,,0,0,0,
3476,CoV-FISH-10_Vero_6h_Vic_INF_R1_00013_ch3_results_cell_4.npz,Vic,6,INF,2,2,0,,0,0,0,
3491,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_5.npz,Vic,6,INF,2,2,0,,0,0,0,
3529,CoV-FISH-10_Vero_6h_Vic_INF_R1_00017_ch3_results_cell_6.npz,Vic,6,INF,2,2,0,,0,0,0,
3544,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_0.npz,Vic,6,INF,2,2,0,,0,0,0,
3547,CoV-FISH-10_Vero_6h_Vic_INF_R1_00018_ch3_results_cell_3.npz,Vic,6,INF,2,2,0,,0,0,0,
3692,CoV-FISH-10_Vero_6h_Vic_INF_R1_00029_ch3_results_cell_2.npz,Vic,6,INF,2,2,0,,0,0,0,
4076,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00002_ch3_results_cell_0.npz,Vic,6,RDV,2,2,0,,0,0,0,
4081,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00002_ch3_results_cell_5.npz,Vic,6,RDV,2,2,0,,0,0,0,
4153,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00008_ch3_results_cell_3.npz,Vic,6,RDV,2,2,0,,0,0,0,
2206,CoV-FISH-10_Vero_6h_B117_INF_R1_00001_ch3_results_cell_4.npz,B117,6,INF,1,1,0,,0,0,0,
2228,CoV-FISH-10_Vero_6h_B117_INF_R1_00003_ch3_results_cell_2.npz,B117,6,INF,1,1,0,,0,0,0,
2256,CoV-FISH-10_Vero_6h_B117_INF_R1_00005_ch3_results_cell_0.npz,B117,6,INF,1,1,0,,0,0,0,
2257,CoV-FISH-10_Vero_6h_B117_INF_R1_00005_ch3_results_cell_1.npz,B117,6,INF,1,1,0,,0,0,0,
2258,CoV-FISH-10_Vero_6h_B117_INF_R1_00005_ch3_results_cell_2.npz,B117,6,INF,1,1,0,,0,0,0,
2270,CoV-FISH-10_Vero_6h_B117_INF_R1_00006_ch3_results_cell_2.npz,B117,6,INF,1,1,0,,0,0,0,
2282,CoV-FISH-10_Vero_6h_B117_INF_R1_00007_ch3_results_cell_2.npz,B117,6,INF,1,1,0,,0,0,0,
2283,CoV-FISH-10_Vero_6h_B117_INF_R1_00007_ch3_results_cell_3.npz,B117,6,INF,1,1,0,,0,0,0,
2286,CoV-FISH-10_Vero_6h_B117_INF_R1_00007_ch3_results_cell_6.npz,B117,6,INF,1,1,0,,0,0,0,
2314,CoV-FISH-10_Vero_6h_B117_INF_R1_00009_ch3_results_cell_5.npz,B117,6,INF,1,1,0,,0,0,0,
2315,CoV-FISH-10_Vero_6h_B117_INF_R1_00009_ch3_results_cell_6.npz,B117,6,INF,1,1,0,,0,0,0,
2343,CoV-FISH-10_Vero_6h_B117_INF_R1_00011_ch3_results_cell_1.npz,B117,6,INF,1,1,0,,0,0,0,
2344,CoV-FISH-10_Vero_6h_B117_INF_R1_00011_ch3_results_cell_2.npz,B117,6,INF,1,1,0,,0,0,0,
2363,CoV-FISH-10_Vero_6h_B117_INF_R1_00013_ch3_results_cell_1.npz,B117,6,INF,1,1,0,,0,0,0,
2366,CoV-FISH-10_Vero_6h_B117_INF_R1_00013_ch3_results_cell_4.npz,B117,6,INF,1,1,0,,0,0,0,
2367,CoV-FISH-10_Vero_6h_B117_INF_R1_00013_ch3_results_cell_5.npz,B117,6,INF,1,1,0,,0,0,0,
2381,CoV-FISH-10_Vero_6h_B117_INF_R1_00014_ch3_results_cell_1.npz,B117,6,INF,1,1,0,,0,0,0,
2382,CoV-FISH-10_Vero_6h_B117_INF_R1_00014_ch3_results_cell_2.npz,B117,6,INF,1,1,0,,0,0,0,
2384,CoV-FISH-10_Vero_6h_B117_INF_R1_00014_ch3_results_cell_4.npz,B117,6,INF,1,1,0,,0,0,0,
2394,CoV-FISH-10_Vero_6h_B117_INF_R1_00015_ch3_results_cell_4.npz,B117,6,INF,1,1,0,,0,0,0,
2436,CoV-FISH-10_Vero_6h_B117_INF_R1_00018_ch3_results_cell_6.npz,B117,6,INF,1,1,0,,0,0,0,
2450,CoV-FISH-10_Vero_6h_B117_INF_R1_00020_ch3_results_cell_0.npz,B117,6,INF,1,1,0,,0,0,0,
2451,CoV-FISH-10_Vero_6h_B117_INF_R1_00020_ch3_results_cell_1.npz,B117,6,INF,1,1,0,,0,0,0,
2487,CoV-FISH-10_Vero_6h_B117_INF_R1_00025_ch3_results_cell_5.npz,B117,6,INF,1,1,0,,0,0,0,
2494,CoV-FISH-10_Vero_6h_B117_INF_R1_00026_ch3_results_cell_0.npz,B117,6,INF,1,1,0,,0,0,0,
2499,CoV-FISH-10_Vero_6h_B117_INF_R1_00026_ch3_results_cell_5.npz,B117,6,INF,1,1,0,,0,0,0,
2772,CoV-FISH-10_Vero_6h_B117_RDV_R1_00002_ch3_results_cell_6.npz,B117,6,RDV,1,1,0,,0,0,0,
2784,CoV-FISH-10_Vero_6h_B117_RDV_R1_00003_ch3_results_cell_0.npz,B117,6,RDV,1,1,0,,0,0,0,
2789,CoV-FISH-10_Vero_6h_B117_RDV_R1_00003_ch3_results_cell_4.npz,B117,6,RDV,1,1,0,,0,0,0,
2790,CoV-FISH-10_Vero_6h_B117_RDV_R1_00003_ch3_results_cell_5.npz,B117,6,RDV,1,1,0,,0,0,0,
2853,CoV-FISH-10_Vero_6h_B117_RDV_R1_00007_ch3_results_cell_7.npz,B117,6,RDV,1,1,0,,0,0,0,
2870,CoV-FISH-10_Vero_6h_B117_RDV_R1_00008_ch3_results_cell_6.npz,B117,6,RDV,1,1,0,,0,0,0,
2871,CoV-FISH-10_Vero_6h_B117_RDV_R1_00008_ch3_results_cell_7.npz,B117,6,RDV,1,1,0,,0,0,0,
2887,CoV-FISH-10_Vero_6h_B117_RDV_R1_00009_ch3_results_cell_7.npz,B117,6,RDV,1,1,0,,0,0,0,
3136,CoV-FISH-10_Vero_6h_MOCK_R1_00001_ch3_results_cell_4.npz,None,6,MOCK,1,1,0,,0,0,0,
3208,CoV-FISH-10_Vero_6h_MOCK_R1_00005_ch3_results_cell_2.npz,None,6,MOCK,1,1,0,,0,0,0,
3331,CoV-FISH-10_Vero_6h_MOCK_R3_00005_ch3_results_cell_1.npz,None,6,MOCK,1,1,0,,0,0,0,
3381,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_3.npz,Vic,6,INF,1,1,0,,0,0,0,
3385,CoV-FISH-10_Vero_6h_Vic_INF_R1_00002_ch3_results_cell_7.npz,Vic,6,INF,1,1,0,,0,0,0,
3435,CoV-FISH-10_Vero_6h_Vic_INF_R1_00008_ch3_results_cell_3.npz,Vic,6,INF,1,1,0,,0,0,0,
3440,CoV-FISH-10_Vero_6h_Vic_INF_R1_00010_ch3_results_cell_0.npz,Vic,6,INF,1,1,0,,0,0,0,
3490,CoV-FISH-10_Vero_6h_Vic_INF_R1_00014_ch3_results_cell_4.npz,Vic,6,INF,1,1,0,,0,0,0,
3614,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_0.npz,Vic,6,INF,1,1,0,,0,0,0,
3620,CoV-FISH-10_Vero_6h_Vic_INF_R1_00024_ch3_results_cell_5.npz,Vic,6,INF,1,1,0,,0,0,0,
3713,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_5.npz,Vic,6,INF,1,1,0,,0,0,0,
3715,CoV-FISH-10_Vero_6h_Vic_INF_R1_00030_ch3_results_cell_7.npz,Vic,6,INF,1,1,0,,0,0,0,
4062,CoV-FISH-10_Vero_6h_Vic_RDV_R1_00001_ch3_results_cell_6.npz,Vic,6,RDV,1,1,0,,0,0,0,
